Nitrogen,Phosphorus,Potassium,temperature,humidity,ph,rainfall,label
48.83,35.16,49.2,12.54,63.44,5.98,122.64,Apple
50.57,32.32,46.02,14.97,64.82,5.94,113.91,Apple
50.35,36.98,49.71,16.27,67.28,6.12,125.22,Apple
48.4,33.44,53.3,15.35,66.5,6.05,134.47,Apple
47.14,33.8,43.85,16.27,70.96,5.82,132.15,Apple
42.66,36.47,52.14,14.81,68.88,5.93,119.84,Apple
49.24,31.75,51.09,11.75,66.56,6.04,137.1,Apple
54.96,35.38,40.91,16.86,68.92,5.74,125.81,Apple
48.11,33.53,52.9,14.4,67.77,5.78,134.01,Apple
52.56,32.07,51.42,15.72,65.54,6.23,127.97,Apple
54.89,35.94,55.05,15.53,68.35,5.88,124.09,Apple
43.53,37.05,48.58,16.89,69.3,6.05,125.63,Apple
51.72,33.96,51.72,17.25,66.82,5.99,111.82,Apple
47.81,34.86,51.38,12.75,72.03,6.21,133.9,Apple
51.3,36.37,49.71,16.41,62.99,5.77,126.22,Apple
45.3,35.58,54.9,13.45,70.6,5.87,126.7,Apple
46.95,33.81,53.75,13.54,67.43,5.78,125.45,Apple
48.26,33.91,49.99,16.18,69.06,5.81,131.88,Apple
49.76,35.59,47.74,17.04,67.96,6.01,116.3,Apple
49.12,35.93,51.42,11.86,70.02,6.2,128.89,Apple
44.65,35.88,44.04,16.65,71.34,6.09,123.14,Apple
53.31,35.68,50.83,14.18,68.66,5.97,113.01,Apple
51.03,34.76,48.0,18.52,66.03,6.11,117.64,Apple
52.56,34.87,49.14,15.25,70.23,6.07,120.27,Apple
56.04,32.99,53.19,13.68,66.04,6.14,136.37,Apple
46.23,35.9,51.63,14.59,70.41,6.07,150.0,Apple
72.12,34.01,50.64,27.23,75.48,5.4,205.71,Pineapple
65.31,36.81,53.32,27.37,76.18,5.43,183.14,Pineapple
67.34,35.34,49.06,25.97,79.7,5.56,188.89,Pineapple
69.25,35.16,47.11,29.99,76.25,5.83,194.47,Pineapple
67.6,34.85,49.81,28.08,81.66,5.42,176.88,Pineapple
69.57,34.28,47.54,25.18,83.74,4.93,222.59,Pineapple
70.51,35.66,44.01,25.71,74.55,5.35,206.57,Pineapple
68.86,36.35,57.7,28.78,77.7,5.48,205.63,Pineapple
60.0,34.9,47.72,26.99,77.07,5.5,206.36,Pineapple
77.44,34.07,49.46,23.65,77.62,4.99,205.31,Pineapple
68.91,33.3,46.65,26.97,75.11,5.17,190.84,Pineapple
68.47,35.88,50.98,26.09,78.72,5.12,169.9,Pineapple
71.84,35.33,48.54,27.51,76.49,5.09,203.99,Pineapple
66.53,36.2,51.54,27.33,82.85,5.16,191.02,Pineapple
70.24,31.77,51.33,27.3,78.67,4.94,224.32,Pineapple
71.98,31.43,48.47,27.59,80.03,4.83,179.56,Pineapple
69.34,33.01,53.53,26.32,76.51,5.27,196.83,Pineapple
71.09,34.36,46.25,25.46,76.66,5.12,186.61,Pineapple
67.38,32.07,56.34,29.77,79.01,5.61,182.07,Pineapple
66.34,34.64,51.07,25.9,77.1,5.49,178.54,Pineapple
67.14,36.03,48.15,26.82,76.78,5.69,218.47,Pineapple
73.35,36.77,47.89,27.13,77.18,5.36,205.26,Pineapple
72.25,35.62,52.08,29.43,79.13,5.29,168.99,Pineapple
72.0,37.08,52.58,27.39,75.55,5.39,224.2,Pineapple
63.08,38.54,49.67,26.99,79.78,5.38,179.96,Pineapple
71.46,35.38,50.97,28.17,77.23,5.23,200.04,Pineapple
70.09,34.64,46.53,26.36,74.83,5.38,173.8,Pineapple
73.75,35.17,51.82,28.51,74.15,5.44,232.46,Pineapple
67.55,36.35,54.5,27.71,77.8,5.07,195.18,Pineapple
73.77,33.78,47.97,27.47,78.3,5.54,181.67,Pineapple
73.35,36.12,51.82,25.04,77.95,5.87,212.94,Pineapple
74.03,33.79,49.75,26.68,81.99,5.24,179.6,Pineapple
69.16,35.18,47.96,27.74,78.14,5.21,195.24,Pineapple
77.13,36.29,47.75,29.34,78.76,5.12,169.3,Pineapple
74.47,33.78,49.28,24.66,78.21,4.82,205.12,Pineapple
66.23,35.25,54.48,27.56,76.59,5.21,185.73,Pineapple
70.81,33.81,48.4,26.01,80.55,5.35,186.47,Pineapple
70.65,36.48,55.03,27.75,74.05,5.08,179.29,Pineapple
74.59,33.1,51.79,26.76,73.27,5.01,206.75,Pineapple
68.87,36.66,49.96,28.42,75.97,5.59,176.37,Pineapple
67.62,35.44,44.95,24.97,77.5,5.61,214.56,Pineapple
69.32,35.43,44.37,27.07,78.51,5.59,188.8,Pineapple
73.23,33.49,52.48,26.91,79.0,5.12,214.61,Pineapple
70.88,36.16,50.37,25.9,77.34,5.24,171.44,Pineapple
70.11,33.42,51.33,27.21,74.11,5.62,176.81,Pineapple
67.42,32.8,47.28,26.46,77.69,5.34,183.68,Pineapple
67.09,35.43,52.42,27.01,80.68,5.03,200.86,Pineapple
70.69,37.07,53.36,26.03,76.6,4.93,197.24,Pineapple
73.32,32.86,55.09,28.46,76.87,5.64,195.08,Pineapple
71.65,34.03,49.15,24.42,76.82,4.5,213.07,Pineapple
68.83,35.97,51.64,29.42,76.02,5.27,217.37,Pineapple
68.42,35.8,48.66,24.92,79.47,5.37,214.92,Pineapple
74.07,35.59,46.98,29.24,76.49,5.23,188.08,Pineapple
71.88,33.89,52.87,27.96,76.05,5.23,183.27,Pineapple
68.27,37.43,49.47,27.67,76.5,4.81,190.08,Pineapple
67.91,35.65,51.2,24.49,75.73,5.28,205.39,Pineapple
70.01,35.9,53.79,27.81,76.1,5.39,188.54,Pineapple
75.26,36.32,46.32,27.9,79.52,5.56,188.71,Pineapple
69.64,34.42,47.15,24.89,77.22,5.56,201.27,Pineapple
71.3,35.42,51.29,24.82,80.57,5.58,198.12,Pineapple
66.69,34.51,54.29,26.06,79.16,5.42,160.62,Pineapple
66.94,34.63,53.28,26.96,76.05,5.05,201.47,Pineapple
68.06,36.7,51.26,25.67,79.76,5.1,223.48,Pineapple
66.57,33.7,43.23,26.42,75.9,5.28,182.78,Pineapple
70.25,38.08,55.48,24.91,75.15,5.1,234.0,Pineapple
72.33,37.8,48.73,26.47,77.61,5.07,192.71,Pineapple
72.39,33.9,45.65,27.37,75.72,5.35,195.03,Pineapple
70.32,34.4,51.42,28.83,76.97,4.85,200.66,Pineapple
67.87,34.56,49.27,27.92,76.41,5.3,178.12,Pineapple
72.15,33.99,49.15,25.58,76.72,5.03,196.57,Pineapple
72.85,33.58,53.63,27.64,75.05,5.11,188.56,Pineapple
68.6,32.38,49.58,26.7,79.0,5.31,201.39,Pineapple
66.39,37.05,48.23,29.28,79.97,4.96,208.32,Pineapple
72.01,34.11,52.26,24.86,83.93,5.07,193.89,Pineapple
70.29,32.87,49.06,27.71,76.4,5.31,219.17,Pineapple
74.43,34.63,49.47,27.76,76.33,5.47,196.97,Pineapple
66.5,37.82,51.62,27.46,78.26,5.45,203.51,Pineapple
71.69,35.04,52.94,25.89,78.3,5.46,200.41,Pineapple
68.39,37.58,51.44,26.39,81.85,5.23,200.68,Pineapple
65.69,32.92,57.43,28.79,77.22,5.31,204.57,Pineapple
70.83,34.25,50.91,27.0,75.26,5.6,198.68,Pineapple
71.19,37.37,46.6,27.37,75.47,5.03,189.82,Pineapple
70.8,36.5,54.7,30.33,75.61,5.25,202.2,Pineapple
71.21,36.63,48.78,28.77,78.25,5.03,181.21,Pineapple
70.09,37.02,49.07,26.64,76.91,4.66,202.52,Pineapple
66.04,35.33,52.17,28.02,80.72,5.25,217.77,Pineapple
71.17,31.2,53.97,27.1,75.66,5.19,205.19,Pineapple
74.45,34.73,46.53,31.17,75.49,4.91,210.3,Pineapple
70.86,35.43,50.66,31.09,78.04,5.51,179.73,Pineapple
67.32,34.62,49.63,28.37,78.21,5.0,189.07,Pineapple
73.65,34.41,50.39,29.55,73.98,5.05,205.57,Pineapple
68.64,34.41,55.79,25.93,77.1,4.85,170.63,Pineapple
69.3,34.64,52.86,29.34,72.02,5.2,188.51,Pineapple
65.33,38.37,51.41,27.63,76.96,5.43,206.87,Pineapple
71.09,33.41,47.32,29.24,74.95,5.27,197.54,Pineapple
75.89,35.27,52.24,26.82,81.91,5.55,186.61,Pineapple
60.81,34.06,57.49,27.95,77.28,5.14,230.6,Pineapple
64.65,34.78,50.82,26.47,74.36,5.62,211.66,Pineapple
73.21,34.79,52.37,25.58,75.77,5.34,210.64,Pineapple
72.66,36.3,54.7,28.1,78.8,5.12,195.44,Pineapple
66.63,30.72,55.46,25.9,72.31,4.95,194.14,Pineapple
74.96,33.44,49.9,29.86,75.65,5.1,194.75,Pineapple
70.61,32.89,56.06,27.02,77.77,4.75,192.59,Pineapple
74.13,35.92,51.41,27.63,70.0,5.16,205.86,Pineapple
72.51,36.74,53.98,29.04,74.64,5.18,191.75,Pineapple
77.28,33.98,50.11,24.91,76.49,5.23,198.59,Pineapple
70.79,36.44,45.17,28.22,78.05,4.82,211.16,Pineapple
69.26,37.37,49.36,27.91,80.63,5.4,208.6,Pineapple
69.1,31.49,49.46,24.95,75.52,5.81,197.08,Pineapple
67.93,35.02,51.02,28.16,78.89,5.09,242.3,Pineapple
71.08,32.74,46.81,26.75,77.17,5.28,199.4,Pineapple
70.54,34.27,51.64,25.41,80.93,4.57,195.72,Pineapple
68.15,37.38,52.88,27.34,77.79,5.45,193.99,Pineapple
76.03,34.76,48.74,27.51,76.68,5.35,180.2,Pineapple
67.54,39.64,45.72,26.05,79.27,5.41,188.42,Pineapple
74.95,36.1,48.4,27.74,76.91,5.27,201.74,Pineapple
66.74,31.67,51.85,23.77,79.24,5.22,196.93,Pineapple
70.13,33.67,49.48,29.47,76.91,5.48,210.43,Pineapple
66.91,36.32,46.96,25.17,74.75,5.28,208.04,Pineapple
73.12,33.94,48.67,28.3,71.71,5.51,193.25,Pineapple
71.36,35.83,49.2,25.4,78.42,5.42,187.93,Pineapple
69.5,36.61,40.51,25.81,79.42,5.46,176.89,Pineapple
67.12,35.61,52.4,27.55,74.42,5.18,188.39,Pineapple
71.5,35.5,50.98,25.12,77.74,5.03,199.31,Pineapple
68.12,36.33,54.59,29.16,78.71,5.4,194.42,Pineapple
68.11,36.22,53.49,26.79,78.0,4.98,193.03,Pineapple
74.54,37.78,51.52,28.21,78.64,5.67,197.27,Pineapple
69.38,35.17,55.25,24.61,76.52,5.72,168.56,Pineapple
65.52,38.0,46.68,24.46,81.66,5.35,205.71,Pineapple
69.26,35.45,49.92,26.28,80.21,4.5,203.19,Pineapple
73.17,35.28,53.43,26.41,77.65,5.46,218.41,Pineapple
72.82,35.74,43.86,29.94,78.8,4.93,222.29,Pineapple
74.06,34.01,49.09,25.84,78.58,5.18,180.1,Pineapple
70.22,35.58,46.87,27.74,76.21,5.66,216.01,Pineapple
72.88,35.78,46.73,24.3,77.76,4.94,211.27,Pineapple
68.06,37.8,51.11,28.21,78.46,5.53,230.19,Pineapple
70.6,32.63,49.03,26.13,77.34,5.25,202.1,Pineapple
61.75,35.4,54.48,26.45,74.22,5.84,185.44,Pineapple
73.4,35.48,47.8,25.24,77.33,5.15,220.74,Pineapple
70.13,35.35,47.07,25.68,76.94,4.98,168.33,Pineapple
72.5,32.5,51.57,28.93,74.17,5.54,211.51,Pineapple
69.2,34.4,52.27,26.4,81.9,4.83,207.47,Pineapple
70.06,33.92,50.73,25.57,71.48,5.71,190.9,Pineapple
69.38,35.13,49.13,27.54,78.36,5.26,198.54,Pineapple
65.69,35.41,47.05,25.66,79.39,5.19,195.58,Pineapple
74.7,34.86,51.41,26.74,76.86,5.54,191.91,Pineapple
71.73,35.29,49.76,27.45,77.13,5.84,185.71,Pineapple
69.89,32.63,49.67,25.19,79.64,5.38,244.32,Pineapple
69.33,35.13,47.08,29.91,76.13,5.49,192.54,Pineapple
69.82,34.07,50.24,28.06,78.83,5.74,182.56,Pineapple
69.15,38.49,47.62,31.06,80.82,5.44,194.51,Pineapple
68.47,35.1,51.73,26.73,77.06,5.27,190.64,Pineapple
69.41,33.87,51.5,24.1,77.87,5.28,219.22,Pineapple
72.07,33.75,50.22,27.01,76.42,5.04,209.64,Pineapple
69.01,36.43,49.81,24.94,75.86,5.29,175.12,Pineapple
70.22,35.77,56.03,25.15,76.09,5.08,211.46,Pineapple
71.31,34.07,49.25,26.5,76.04,5.05,200.94,Pineapple
68.92,35.85,52.37,30.16,77.54,5.0,205.76,Pineapple
65.18,34.51,50.08,27.37,76.02,5.57,199.34,Pineapple
75.29,35.56,44.69,27.51,77.19,5.16,177.75,Pineapple
77.36,34.07,45.4,29.09,81.75,5.16,170.11,Pineapple
69.42,37.87,50.07,27.52,78.2,5.14,191.57,Pineapple
70.68,32.67,53.67,27.89,77.76,5.15,224.28,Pineapple
70.66,34.96,54.31,25.97,77.93,5.4,199.6,Pineapple
71.68,35.9,48.33,27.53,80.77,5.08,205.63,Pineapple
72.88,33.81,44.5,26.73,77.58,5.38,192.31,Pineapple
69.03,35.36,51.03,26.64,76.49,5.31,190.17,Pineapple
67.85,35.58,54.74,25.66,73.15,4.88,196.49,Pineapple
70.12,35.73,52.47,27.85,74.96,5.03,196.94,Pineapple
74.11,36.25,58.31,26.56,75.91,5.36,205.85,Pineapple
65.68,35.79,49.59,26.5,76.67,5.63,181.02,Pineapple
67.2,36.52,47.22,26.41,74.89,5.51,204.8,Pineapple
69.64,36.8,46.6,26.96,75.13,5.35,220.82,Pineapple
70.98,34.12,42.08,27.5,77.08,5.02,238.79,Pineapple
67.96,30.2,49.71,28.72,77.62,5.39,203.67,Pineapple
68.76,32.72,48.82,30.85,77.66,5.0,187.32,Pineapple
68.71,34.41,48.55,31.32,77.7,5.79,205.88,Pineapple
73.5,35.34,53.7,26.76,77.56,5.36,192.03,Pineapple
75.7,36.62,50.26,28.43,78.67,4.99,204.81,Pineapple
72.39,32.97,45.84,28.52,73.3,5.32,189.09,Pineapple
70.42,34.64,48.24,25.73,75.98,5.34,150.0,Pineapple
72.07,35.4,52.8,25.67,80.64,5.07,205.99,Pineapple
70.66,35.34,52.75,26.85,73.9,5.25,196.04,Pineapple
72.55,33.46,46.65,29.9,76.29,5.13,208.23,Pineapple
68.12,37.37,48.21,24.64,74.29,5.51,214.33,Pineapple
70.34,37.01,53.93,30.16,77.43,5.43,194.73,Pineapple
70.14,34.22,46.03,26.23,72.17,5.65,196.07,Pineapple
72.38,35.22,52.65,27.03,80.72,5.53,179.13,Pineapple
71.81,37.87,55.83,27.52,76.36,4.99,194.72,Pineapple
71.47,34.58,52.23,26.5,75.25,5.03,186.51,Pineapple
73.11,31.8,48.0,26.36,77.27,5.29,220.79,Pineapple
70.23,35.25,52.73,26.09,75.62,5.15,228.36,Pineapple
66.96,32.5,51.17,27.1,74.28,5.0,190.99,Pineapple
69.74,34.16,51.61,25.01,77.09,5.53,198.67,Pineapple
70.61,34.72,47.25,28.65,74.72,5.38,216.19,Pineapple
65.96,34.1,49.7,27.49,78.34,5.34,190.33,Pineapple
72.27,36.27,49.19,25.92,75.03,5.51,183.34,Pineapple
67.01,34.72,42.13,27.15,80.0,4.91,180.85,Pineapple
71.35,37.16,53.92,27.78,77.57,4.93,150.0,Pineapple
73.46,33.23,47.16,26.39,75.8,4.96,210.02,Pineapple
70.74,37.02,53.16,26.89,74.12,5.39,230.85,Pineapple
72.55,30.77,50.3,26.1,76.76,5.13,219.67,Pineapple
67.16,35.8,47.31,26.37,73.76,4.99,170.65,Pineapple
73.58,35.41,51.16,27.62,76.77,5.76,214.65,Pineapple
73.24,36.85,53.43,24.82,73.61,5.33,196.3,Pineapple
77.74,33.86,45.81,24.74,77.86,5.21,235.36,Pineapple
63.47,37.93,46.69,28.02,77.84,5.26,204.39,Pineapple
70.18,34.41,52.86,25.98,77.14,5.49,172.66,Pineapple
70.52,37.91,43.2,27.09,78.75,4.9,217.95,Pineapple
69.2,35.47,50.59,26.15,79.43,5.21,184.08,Pineapple
64.55,37.87,53.03,24.88,77.8,5.59,191.83,Pineapple
68.78,34.68,46.9,27.63,78.2,5.22,213.5,Pineapple
73.07,35.57,50.36,28.44,79.71,5.59,168.36,Pineapple
74.92,33.48,46.64,25.03,75.51,4.54,213.19,Pineapple
74.56,36.34,45.31,28.05,78.89,5.3,239.74,Pineapple
68.68,34.84,51.58,27.74,79.02,5.37,182.08,Pineapple
72.79,31.99,50.7,23.31,77.71,5.31,206.25,Pineapple
74.65,34.22,47.89,26.55,73.61,5.13,184.96,Pineapple
71.39,37.36,51.14,24.83,76.0,5.35,201.53,Pineapple
68.28,36.19,49.88,27.66,80.78,5.17,205.2,Pineapple
68.02,37.6,56.09,27.17,80.02,5.47,195.63,Pineapple
65.15,34.26,46.09,25.08,75.68,5.17,203.94,Pineapple
69.85,31.0,48.21,28.96,73.91,4.93,193.84,Pineapple
71.4,34.6,50.78,28.62,76.46,5.37,195.94,Pineapple
71.97,35.42,51.68,26.84,80.6,5.8,180.0,Pineapple
68.92,36.93,51.25,26.8,81.72,5.41,199.64,Pineapple
73.0,34.69,47.03,26.79,79.53,5.49,202.93,Pineapple
67.92,34.88,50.86,26.42,80.1,5.19,196.12,Pineapple
68.78,34.95,45.55,27.86,75.84,5.37,184.95,Pineapple
71.43,37.01,54.14,28.94,79.2,4.79,228.61,Pineapple
75.76,31.0,55.1,27.03,74.47,5.31,208.23,Pineapple
72.66,32.78,51.44,27.95,79.29,5.3,219.87,Pineapple
71.25,34.31,47.53,24.54,78.29,4.95,197.1,Pineapple
64.39,36.5,51.27,26.23,76.94,5.24,211.44,Pineapple
67.4,34.92,51.19,28.72,74.49,5.49,222.14,Pineapple
68.54,35.36,49.72,27.23,74.41,5.35,215.03,Pineapple
69.57,35.42,47.83,26.05,79.79,4.91,190.09,Pineapple
75.42,33.64,50.5,27.55,77.59,5.18,194.18,Pineapple
76.51,32.68,44.7,26.25,77.97,5.58,187.63,Pineapple
64.5,35.5,56.28,26.28,77.21,5.39,189.28,Pineapple
71.13,34.53,49.42,28.09,79.0,5.03,171.28,Pineapple
68.4,35.62,54.02,27.76,73.93,5.59,186.96,Pineapple
66.4,34.95,45.97,26.45,77.91,5.25,183.91,Pineapple
67.42,33.93,44.71,26.09,75.14,5.32,194.62,Pineapple
74.24,36.63,48.88,30.53,74.53,5.62,214.05,Pineapple
73.57,37.53,51.02,26.66,77.48,5.41,192.08,Pineapple
71.09,32.54,52.15,26.77,80.9,5.13,216.37,Pineapple
70.29,34.04,46.78,28.32,83.24,5.22,207.04,Pineapple
72.73,34.55,50.46,29.01,77.7,5.51,203.92,Pineapple
72.33,34.46,47.8,26.78,74.81,5.31,197.17,Pineapple
66.82,35.53,51.96,27.89,79.04,5.4,191.85,Pineapple
66.34,37.88,44.39,26.4,76.06,5.09,170.13,Pineapple
69.42,36.96,46.74,28.21,75.1,4.78,229.22,Pineapple
74.97,36.52,54.35,25.56,77.48,5.53,237.21,Pineapple
73.81,35.62,47.03,27.23,76.22,5.05,184.72,Pineapple
68.28,33.65,53.01,24.59,79.11,5.5,184.97,Pineapple
72.72,32.22,48.67,24.51,75.47,4.68,199.36,Pineapple
69.38,38.01,47.12,24.2,77.75,5.34,203.34,Pineapple
70.25,32.2,43.13,26.62,77.48,4.97,208.54,Pineapple
69.26,34.92,51.41,29.39,77.44,5.32,204.05,Pineapple
63.46,35.92,44.16,27.67,79.35,4.99,186.13,Pineapple
68.97,32.11,51.39,28.67,82.25,5.09,207.14,Pineapple
69.63,34.72,54.13,24.51,77.48,5.23,240.98,Pineapple
69.41,33.46,52.37,28.78,77.64,5.22,175.7,Pineapple
71.93,37.52,56.11,26.16,82.35,5.51,201.49,Pineapple
66.99,33.85,50.68,24.29,79.71,5.3,198.88,Pineapple
71.73,35.17,49.6,30.12,78.0,5.17,167.08,Pineapple
71.58,31.53,55.07,29.46,82.55,4.74,168.08,Pineapple
65.44,35.89,48.66,25.82,75.99,5.15,182.86,Pineapple
70.0,37.57,45.43,27.04,78.75,5.6,161.2,Pineapple
73.32,36.84,47.89,25.93,75.92,5.3,209.05,Pineapple
70.97,37.77,46.19,25.41,77.26,5.33,189.15,Pineapple
67.97,36.07,47.19,26.82,77.92,5.23,200.28,Pineapple
73.59,36.11,54.4,28.71,78.86,5.61,189.41,Pineapple
72.52,38.45,58.2,24.79,76.84,5.13,184.66,Pineapple
68.35,36.76,53.07,27.2,77.93,4.75,215.78,Pineapple
63.83,34.15,48.79,27.18,74.89,5.41,193.01,Pineapple
73.12,33.23,52.98,29.46,74.57,5.05,192.32,Pineapple
70.3,33.88,53.58,27.71,78.66,5.02,215.77,Pineapple
71.31,32.2,50.68,26.12,75.48,5.68,181.27,Pineapple
68.72,33.33,49.35,26.23,77.81,5.1,179.84,Pineapple
70.13,35.21,51.98,26.94,81.47,5.39,188.22,Pineapple
69.98,36.48,47.95,28.55,80.05,5.4,204.37,Pineapple
67.4,38.89,49.28,29.03,75.57,5.09,229.56,Pineapple
70.7,34.88,43.93,30.21,79.58,5.15,206.11,Pineapple
72.67,35.29,55.16,26.87,78.48,5.34,209.55,Pineapple
66.53,37.93,57.59,27.51,74.06,5.11,194.48,Pineapple
72.72,35.15,46.5,27.2,77.9,5.08,188.8,Pineapple
74.25,36.37,51.08,24.53,78.2,5.41,184.75,Pineapple
67.19,34.23,44.62,28.35,77.38,5.34,190.53,Pineapple
71.84,32.73,48.82,29.26,81.44,5.17,206.3,Pineapple
60.58,33.25,49.5,24.94,81.22,5.27,205.94,Pineapple
70.54,34.47,43.97,26.24,78.19,5.68,194.32,Pineapple
68.88,35.8,44.94,23.97,80.65,5.28,207.62,Pineapple
68.67,36.66,45.11,27.25,80.25,5.16,186.12,Pineapple
68.88,34.47,51.29,25.46,77.07,5.29,196.68,Pineapple
69.21,35.43,55.45,28.38,74.53,5.47,201.69,Pineapple
68.05,35.96,46.76,26.41,80.94,4.94,188.42,Pineapple
65.61,36.0,51.36,27.06,78.19,5.33,207.52,Pineapple
71.24,36.69,48.78,29.39,78.12,5.13,189.3,Pineapple
67.81,37.18,50.81,27.49,77.19,5.29,212.83,Pineapple
73.26,34.36,49.93,26.56,77.69,5.1,202.36,Pineapple
68.77,33.37,49.9,27.75,78.92,5.09,197.83,Pineapple
71.41,35.3,49.8,27.73,80.65,5.34,203.27,Pineapple
72.98,36.35,46.64,27.36,77.39,4.97,175.9,Pineapple
76.13,35.07,54.62,26.42,75.6,4.86,214.11,Pineapple
70.19,35.71,52.2,26.46,76.99,5.06,163.03,Pineapple
68.64,34.59,48.29,29.61,75.11,5.22,165.2,Pineapple
69.85,36.08,52.27,25.42,77.59,5.18,205.45,Pineapple
70.32,33.97,50.85,27.83,80.06,5.33,196.45,Pineapple
71.71,32.42,48.04,26.18,75.37,5.49,214.68,Pineapple
66.29,36.04,46.68,26.06,76.22,5.0,167.25,Pineapple
66.11,34.04,51.03,28.51,79.99,5.58,168.7,Pineapple
77.11,31.82,51.49,28.96,76.32,5.14,200.54,Pineapple
69.68,37.0,54.8,27.99,79.12,4.73,203.23,Pineapple
77.06,36.15,47.36,28.02,76.44,5.16,185.17,Pineapple
65.57,35.59,51.62,26.87,77.88,5.22,194.86,Pineapple
65.52,35.03,47.36,30.1,75.23,5.19,196.07,Pineapple
72.42,31.37,51.34,30.08,78.28,5.54,238.72,Pineapple
68.86,31.89,52.78,27.96,77.86,5.29,208.14,Pineapple
69.83,32.72,54.91,28.76,80.23,5.64,190.34,Pineapple
67.31,30.52,46.26,25.69,76.68,4.93,197.18,Pineapple
67.65,33.92,49.96,26.01,70.0,5.38,222.92,Pineapple
67.38,34.47,51.21,28.49,77.98,5.78,183.8,Pineapple
70.91,35.12,52.54,27.52,76.89,5.2,176.08,Pineapple
71.14,36.55,46.83,29.21,79.62,5.22,181.47,Pineapple
69.93,33.88,54.48,25.24,73.09,4.96,205.88,Pineapple
76.57,38.76,48.87,28.27,73.26,5.32,235.14,Pineapple
68.1,34.51,56.19,28.2,75.22,5.03,196.81,Pineapple
65.89,35.09,43.48,26.13,77.98,5.15,213.72,Pineapple
68.83,33.68,49.93,27.1,75.51,5.75,228.68,Pineapple
67.82,36.47,59.37,28.47,82.6,5.47,181.25,Pineapple
68.04,37.64,51.9,25.57,75.86,5.14,195.07,Pineapple
68.27,33.08,52.73,28.9,77.44,5.17,185.1,Pineapple
67.62,38.25,49.14,26.42,83.21,5.21,192.09,Pineapple
70.98,35.95,47.43,26.18,77.08,5.55,211.18,Pineapple
68.94,33.99,46.57,28.6,77.66,4.88,229.35,Pineapple
60.33,34.24,47.17,27.4,72.59,5.55,163.64,Pineapple
77.87,33.3,49.11,29.06,78.87,5.29,179.24,Pineapple
69.52,34.79,48.05,29.21,78.59,5.43,204.0,Pineapple
70.88,32.78,46.47,26.61,78.06,5.07,213.93,Pineapple
72.29,35.51,45.83,27.59,77.67,5.59,214.12,Pineapple
79.0,34.8,45.71,26.24,79.28,5.05,198.15,Pineapple
70.21,36.27,48.06,29.31,78.42,5.58,193.19,Pineapple
63.34,32.16,50.94,28.7,80.14,5.57,229.22,Pineapple
74.69,34.4,51.28,27.81,78.39,5.24,182.23,Pineapple
72.7,31.29,55.05,24.05,77.72,5.21,218.9,Pineapple
69.89,32.52,48.3,27.41,76.38,5.53,187.02,Pineapple
65.98,34.52,49.71,26.87,77.93,4.96,203.98,Pineapple
73.18,31.95,53.4,25.02,81.99,5.53,211.38,Pineapple
65.09,35.6,47.41,25.85,81.9,4.88,173.17,Pineapple
72.56,34.67,44.89,26.99,77.3,5.03,190.11,Pineapple
69.48,36.08,53.11,25.54,75.02,5.29,186.97,Pineapple
63.89,34.91,50.42,26.76,77.07,5.67,235.25,Pineapple
69.68,34.69,49.9,26.15,76.81,4.89,198.73,Pineapple
74.14,34.11,49.24,29.26,78.59,5.15,204.79,Pineapple
75.22,33.83,47.05,27.91,74.4,5.34,207.17,Pineapple
74.09,35.73,49.18,26.12,76.83,5.61,169.95,Pineapple
74.8,33.24,49.35,27.92,77.45,5.5,187.65,Pineapple
70.66,35.21,46.53,26.67,75.21,5.2,195.33,Pineapple
69.07,34.12,47.83,26.33,76.26,4.98,241.55,Pineapple
68.92,33.31,49.88,25.79,72.97,5.23,170.76,Pineapple
70.66,34.64,47.33,25.91,74.93,5.31,199.88,Pineapple
75.31,37.81,51.14,24.08,82.7,4.89,206.79,Pineapple
66.74,37.21,49.86,26.79,75.39,5.12,229.66,Pineapple
66.49,35.13,55.12,25.24,75.01,4.99,183.84,Pineapple
70.95,35.36,49.99,27.32,77.4,5.29,200.16,Pineapple
66.54,34.75,52.86,25.33,80.92,5.58,180.89,Pineapple
65.64,36.88,52.08,29.16,79.02,5.08,201.98,Pineapple
72.48,32.26,52.39,29.43,74.64,5.15,204.81,Pineapple
68.63,34.8,43.95,25.34,80.24,5.2,199.97,Pineapple
69.57,33.9,54.81,28.29,75.01,5.34,204.06,Pineapple
73.21,34.4,42.63,25.89,77.54,5.37,209.24,Pineapple
76.31,35.6,55.36,27.76,76.69,5.48,216.04,Pineapple
67.16,34.92,52.19,27.2,76.09,5.52,204.21,Pineapple
67.53,34.15,44.8,27.98,74.49,4.97,225.09,Pineapple
75.29,36.46,47.17,30.76,75.3,5.19,168.11,Pineapple
72.91,30.09,54.18,25.0,79.32,5.44,186.8,Pineapple
68.38,35.18,48.16,24.19,78.08,5.81,188.33,Pineapple
69.44,32.35,51.67,27.05,77.42,5.34,213.59,Pineapple
66.53,33.59,45.41,27.64,76.85,5.67,163.69,Pineapple
70.47,36.89,50.58,24.71,78.6,5.29,195.73,Pineapple
69.14,34.09,50.19,28.29,76.84,5.6,169.95,Pineapple
64.24,37.43,50.49,26.42,77.51,4.83,225.51,Pineapple
70.63,33.75,46.74,26.44,76.92,5.3,189.27,Pineapple
68.97,35.47,47.19,26.84,78.79,5.69,190.99,Pineapple
